City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
183,hadibu,12.65,54.0333,24.2,77,22,2.67,YE,1707708186
184,dompu,-8.5356,118.4622,25.77,93,99,0.52,ID,1707708187
185,saldanha,-33.0117,17.9442,18.03,88,0,3.2,ZA,1707708187
186,gazojak,41.1875,61.4036,5.05,71,100,5.18,TM,1707708188
187,lycksele,64.5954,18.6735,-28.07,76,100,1.54,SE,1707708189
188,usakos,-22.0,15.6,26.61,53,32,1.05,NA,1707708190
189,novoishimskiy,53.1981,66.7694,-23.85,99,21,3.05,KZ,1707708191
190,karanpur,29.8419,73.4542,12.94,26,94,1.96,IN,1707708192
191,mazar-e sharif,36.709,67.1109,11.92,36,100,0.69,AF,1707708192
192,bhadra,29.1167,75.1667,13.7,43,89,1.75,IN,1707708193
193,ambagarh chauki,20.7833,80.7167,22.58,62,33,2.53,IN,1707708194
194,candelaria,13.9311,121.4233,26.88,54,81,4.83,PH,1707708194
195,morales,2.757,-76.6172,17.26,96,98,1.19,CO,1707708195
196,yaren,-0.5472,166.916,28.52,74,98,2.2,NR,1707708195
197,korla,41.7597,86.1469,4.77,36,6,2.04,CN,1707708196
198,hermanus,-34.4187,19.2345,19.33,74,0,4.88,ZA,1707708196
199,vitre,48.1178,-1.2058,5.49,87,100,1.84,FR,1707708197
200,la passe,45.5549,-0.8967,7.77,91,100,4.29,FR,1707708198
201,dunedin,-45.8742,170.5036,15.89,63,57,3.51,NZ,1707708199
202,springbok,-29.6643,17.8865,20.4,32,0,0.85,ZA,1707708199
203,kismayo,-0.3582,42.5454,26.33,85,99,5.91,SO,1707708200
204,uturoa,-16.7333,-151.4333,27.8,86,100,10.98,PF,1707708201
205,howrah,22.5892,88.3103,20.0,60,75,4.12,IN,1707708201
206,nova sintra,14.8667,-24.7167,20.05,80,2,7.87,CV,1707708202
207,punta arenas,-53.15,-70.9167,7.06,65,0,8.23,CL,1707707983
208,fale old settlement,-9.3852,-171.2468,28.46,80,100,7.79,TK,1707708203
209,saint-pierre,-21.3393,55.4781,26.82,78,0,0.51,RE,1707707905
210,east london,-33.0153,27.9116,19.52,82,0,4.12,ZA,1707708204
211,port alfred,-33.5906,26.891,18.99,86,100,0.89,ZA,1707708205
212,mount gambier,-37.8333,140.7667,31.07,22,2,3.1,AU,1707708206
213,trenggalek,-8.05,111.7167,30.57,63,59,1.04,ID,1707708206
214,copiapo,-27.3667,-70.3333,16.83,82,63,1.89,CL,1707708207
215,kargasok,59.0556,80.8572,-19.93,95,99,4.46,RU,1707708207
216,enewetak,11.3474,162.3373,26.6,76,100,9.27,MH,1707708208
217,bitkine,11.9801,18.2138,23.05,11,0,2.52,TD,1707708208
218,sao jose da coroa grande,-8.8978,-35.1478,26.58,82,98,4.51,BR,1707708209
219,lorengau,-2.0226,147.2712,29.82,69,67,4.22,PG,1707708210
220,sao lourenco do sul,-31.3653,-51.9783,23.38,89,67,2.9,BR,1707708077
221,ta`u,-14.2336,-169.5144,28.2,82,100,9.46,AS,1707708211
222,lompoc,34.6391,-120.4579,11.08,83,0,3.13,US,1707708212
223,balabac,7.9868,117.0645,28.04,76,28,8.78,PH,1707708212
224,fortuna,40.5982,-124.1573,10.92,95,100,0.0,US,1707708213
225,primero de mayo,-32.2552,-58.4228,28.64,60,62,5.21,AR,1707708213
226,isafjordur,66.0755,-23.124,1.66,77,100,14.93,IS,1707708019
227,prainha,-1.8,-53.48,23.46,97,75,1.13,BR,1707708215
228,brisas barra de suchiate,14.55,-92.2167,26.1,78,0,1.48,MX,1707708216
229,hami,42.8,93.45,0.85,50,2,3.26,CN,1707708216
230,carutapera,-1.195,-46.02,27.57,82,90,6.07,BR,1707708217
231,yuzhno-kurilsk,44.0306,145.8556,-5.35,80,93,7.55,RU,1707708217
232,port elizabeth,-33.918,25.5701,18.51,93,0,3.6,ZA,1707708218
233,nagqu,31.5,92.0,-10.73,56,81,2.52,CN,1707708218
234,oyama,36.3,139.8,10.33,55,20,1.45,JP,1707708219
235,west side highway,46.184,-122.9172,10.94,88,100,4.12,US,1707708220
236,pacific grove,36.6177,-121.9166,11.82,86,0,0.89,US,1707708221
237,soio,-6.1349,12.3689,27.98,80,97,3.28,AO,1707708222
238,conde,-7.2597,-34.9075,26.7,89,75,2.57,BR,1707708223
239,cockburn town,21.4612,-71.1419,24.61,67,36,9.21,TC,1707708223
240,settat,33.0007,-7.6204,11.9,90,0,1.82,MA,1707708224
241,kirishi,59.4471,32.0205,-9.42,98,97,1.99,RU,1707708224
242,pisco,-13.7,-76.2167,23.03,83,0,4.12,PE,1707708225
243,dryden,49.7833,-92.7503,-7.84,93,75,1.03,CA,1707708225
244,petropavlovsk-kamchatsky,53.0452,158.6483,-8.67,72,0,4.92,RU,1707708226
245,broken hill,-31.95,141.4333,35.34,21,0,2.71,AU,1707708226
246,puerto cabezas,14.0351,-83.3888,22.6,95,5,1.5,NI,1707708227
247,el haouaria,37.05,11.0144,11.01,69,21,10.9,TN,1707708228
248,bima,-8.4667,118.7167,26.34,91,100,1.43,ID,1707708228
249,nar'yan-mar,67.6713,53.087,-33.27,100,19,1.79,RU,1707708229
250,golbasi,37.7836,37.6367,7.82,81,100,0.93,TR,1707708230
251,batamshinskiy,50.5594,58.2747,-19.56,78,28,2.14,KZ,1707708230
252,st. john's,47.5649,-52.7093,1.66,91,100,4.63,CA,1707708034
253,middelburg,-25.7751,29.4648,13.39,95,31,1.66,ZA,1707708231
254,utrik,11.2278,169.8474,26.18,80,100,10.36,MH,1707708232
255,axim,4.8699,-2.2405,26.59,88,92,1.42,GH,1707708234
256,jijel,36.8205,5.7667,9.97,76,75,1.54,DZ,1707708234
257,westport,41.1415,-73.3579,6.99,66,0,3.09,US,1707708235
258,myitkyina,25.3833,97.4,21.27,46,100,0.89,MM,1707708235
259,stanthorpe,-28.6667,151.95,23.57,63,92,6.36,AU,1707708236
260,rajmahal,25.05,87.8333,20.23,31,0,2.15,IN,1707708236
261,praia da vitoria,38.7333,-27.0667,17.14,77,40,13.09,PT,1707708237
262,saudarkrokur,65.7461,-19.6394,0.51,78,100,8.69,IS,1707708237
263,langsa,4.4683,97.9683,30.28,59,4,1.46,ID,1707708238
264,san antonio de pale,-1.4014,5.6325,28.19,80,26,2.21,GQ,1707708239
265,bismarck,46.8083,-100.7837,-0.75,84,0,3.09,US,1707708001
266,kuala sungai baru,2.3594,102.0353,28.35,64,98,2.74,MY,1707708240
267,zeya,53.75,127.2667,-8.06,87,100,2.57,RU,1707708240
268,syktyvkar,61.6764,50.8099,-18.94,91,100,3.13,RU,1707708241
269,brezina,33.0989,1.2608,13.5,73,0,9.48,DZ,1707708241
270,egilsstadir,65.2653,-14.3948,1.95,80,100,7.2,IS,1707708242
271,santa cruz,-17.8,-63.1667,24.7,100,75,4.12,BO,1707708242
272,jiuquan,39.7432,98.5174,3.71,20,79,1.14,CN,1707708243
273,punto fijo,11.6956,-70.1996,25.98,83,1,11.59,VE,1707708244
274,sabang,5.8933,95.3214,28.08,75,5,11.61,ID,1707708244
275,magadan,59.5667,150.8,-19.71,81,100,1.64,RU,1707708245
276,amga,60.8953,131.9608,-23.53,92,92,1.34,RU,1707708245
277,murun-kuren,49.6342,100.1625,-1.02,88,100,6.91,MN,1707708246
278,whakatane,-37.9585,176.9854,24.93,71,14,6.65,NZ,1707708246
279,mareeba,-17.0,145.4333,31.38,84,48,2.44,AU,1707708247
280,eureka,40.8021,-124.1637,11.07,92,100,0.45,US,1707708248
281,houlton,46.1262,-67.8403,2.23,77,75,2.06,US,1707708248
282,irtyshsk,53.3333,75.4572,-19.74,95,72,5.61,KZ,1707708249
283,fray bentos,-33.1325,-58.2956,29.3,58,34,3.07,UY,1707708103
284,sheopur,25.6667,76.7,15.88,33,66,2.36,IN,1707708250
285,gao,16.6362,1.637,22.21,9,0,4.24,ML,1707708250
286,gebeit,21.0667,36.3167,13.03,66,70,1.61,SD,1707708251
287,constantia,44.1833,28.65,12.61,65,100,9.83,RO,1707708251
288,magong,23.5654,119.5863,17.58,62,0,5.24,TW,1707708252
289,pitimbu,-7.4706,-34.8086,27.33,79,20,5.09,BR,1707708253
290,ust'-talovka,50.5493,81.85,-17.86,98,100,2.77,KZ,1707708253
291,vilhena,-12.7406,-60.1458,20.71,99,100,1.57,BR,1707708254
292,hovd,48.0056,91.6419,-1.03,32,18,14.15,MN,1707708255
293,happy valley-goose bay,53.3168,-60.3315,0.17,100,100,2.06,CA,1707708255
294,anyksciai,55.5256,25.1026,1.81,98,100,4.5,LT,1707708256
295,al jawf,29.5,38.75,9.76,70,77,3.75,SA,1707708257
296,tamiyah,29.4764,30.9612,15.07,36,100,1.97,EG,1707708257
297,uryupinsk,50.8047,42.0138,-2.44,96,100,5.74,RU,1707708258
298,wuzhou,23.4833,111.3167,19.31,36,0,2.3,CN,1707708258
299,babu,24.4167,111.5167,18.55,41,3,2.3,CN,1707708259
300,okhotsk,59.3833,143.3,-23.39,89,79,2.52,RU,1707708260
301,ampanihy,-24.7,44.75,23.13,98,91,1.21,MG,1707708260
302,rikaze,29.25,88.8833,-1.15,28,0,0.16,CN,1707708261
303,kalevala,65.2,31.1667,-19.95,100,25,1.79,RU,1707708261
304,princeville,45.7668,-61.2985,3.06,95,100,1.03,CA,1707708262
305,bamboo flat,11.7,92.7167,27.05,78,40,5.66,IN,1707708263
306,machagai,-26.9261,-60.0496,28.42,64,46,2.28,AR,1707708264
307,san agustin de valle fertil,-30.6335,-67.4682,27.17,63,73,5.27,AR,1707708264
308,mil'kovo,55.6078,37.7956,-4.21,97,100,2.88,RU,1707708265
309,cabo san lucas,22.8909,-109.9124,19.73,63,0,2.06,MX,1707707672
310,aksu,41.1231,80.2644,1.72,52,11,0.13,CN,1707708266
311,flying fish cove,-10.4217,105.6791,28.82,74,75,2.57,CX,1707708267
312,el granada,37.5027,-122.4694,12.94,88,0,5.14,US,1707708267
313,prado,-17.3411,-39.2208,24.89,90,16,1.75,BR,1707708268
314,cannonvale,-20.2833,148.7,29.66,64,9,5.95,AU,1707708269
315,sausset-les-pins,43.3314,5.1043,7.36,87,0,5.14,FR,1707708270
316,beihai,21.4833,109.1,18.54,71,2,7.36,CN,1707708270
317,mogadishu,2.0371,45.3438,23.63,90,96,3.7,SO,1707708271
318,bati,11.1833,40.0167,17.02,91,45,1.49,ET,1707708272
319,bairnsdale,-37.8333,147.6167,32.72,32,0,0.76,AU,1707708273
320,culaba,11.6578,124.5425,26.11,80,43,9.1,PH,1707708274
321,pionerskiy,54.9508,20.2275,2.91,97,100,8.03,RU,1707708274
322,trakai,54.6333,24.9333,1.19,96,100,4.76,LT,1707708275
323,bubaque,11.2833,-15.8333,26.26,62,0,3.65,GW,1707708275
324,kindia,10.0569,-12.8658,20.45,79,0,1.32,GN,1707708276
325,moyynkum,44.2914,72.9469,-3.03,90,100,1.37,KZ,1707708277
326,maxixe,-23.8597,35.3472,22.9,94,40,0.0,MZ,1707708277
327,winslow,35.0242,-110.6974,-1.9,59,0,1.54,US,1707708278
328,yinchuan,38.4681,106.2731,4.39,25,0,3.4,CN,1707708278
329,st. paul,44.9444,-93.0933,2.62,66,100,4.12,US,1707708189
330,cold lake,54.4502,-110.2017,-3.03,68,0,3.6,CA,1707708279
331,tol'yatti,53.5303,49.3461,-21.68,95,99,1.84,RU,1707708280
332,haiku-pauwela,20.9219,-156.3051,25.09,70,40,3.09,US,1707708281
333,nakhon thai,17.1006,100.8374,29.84,37,22,0.16,TH,1707708281
334,jianshui,23.6363,102.8264,14.49,76,75,2.19,CN,1707708282
335,harper,4.375,-7.7169,25.59,94,66,1.72,LR,1707708282
336,begoro,6.3871,-0.3774,22.59,96,44,1.25,GH,1707708283
337,nadi,-17.8,177.4167,30.0,84,75,6.17,FJ,1707708283
338,murghob,38.1702,73.9667,-19.09,65,56,2.2,TJ,1707708284
339,amursk,50.2261,136.8994,-11.12,89,100,8.1,RU,1707708285
340,saipan,15.1355,145.701,31.39,58,40,6.69,MP,1707708285
341,ascension,30.2169,-90.9001,23.12,92,100,4.12,US,1707708286
342,kailua-kona,19.6406,-155.9956,25.98,76,100,3.09,US,1707708286
343,ban karon,7.8477,98.2985,29.95,66,71,8.04,TH,1707708287
344,miyako,39.6367,141.9525,5.74,42,75,4.91,JP,1707708287
345,pustoshka,56.3355,29.369,-0.63,98,100,2.76,RU,1707708288
346,arraial do cabo,-22.9661,-42.0278,23.25,90,23,3.27,BR,1707708288
347,marka,1.7159,44.7717,24.9,89,99,4.94,SO,1707708289
348,payette,44.0782,-116.9338,6.08,61,75,0.0,US,1707708290
349,boende,-0.2167,20.8667,24.8,63,83,1.34,CD,1707708290
350,usogorsk,63.4106,48.6872,-22.96,100,95,1.31,RU,1707708291
351,isangel,-19.55,169.2667,30.06,84,100,2.06,VU,1707708167
352,khorixas,-20.3667,14.9667,24.77,50,80,2.08,NA,1707708088
353,as suwayrah,32.9256,44.7758,13.31,63,0,3.1,IQ,1707708292
354,ukwa,21.9667,80.4667,19.61,73,96,1.24,IN,1707708293
355,palangkaraya,-2.2,113.8333,24.3,96,100,1.29,ID,1707708293
356,ironwood,46.4547,-90.171,-2.55,64,100,3.09,US,1707708294
357,linxia chengguanzhen,35.6003,103.2064,3.21,29,0,1.08,CN,1707708294
358,inari,68.906,27.0288,-20.89,98,48,2.35,FI,1707708295
359,tamanrasset,22.785,5.5228,10.95,10,0,2.06,DZ,1707708296
360,kerikeri,-35.2268,173.9474,22.44,53,22,4.38,NZ,1707708296
361,fasa,28.9383,53.6482,5.58,70,40,2.06,IR,1707708297
362,mossel bay,-34.1831,22.146,15.96,79,0,2.45,ZA,1707708297
363,mahalapye,-23.1041,26.8142,17.94,78,1,5.19,BW,1707708298
364,la mira,18.035,-102.3266,21.92,83,5,2.18,MX,1707708298
365,hoemul-li,41.4339,129.67,4.11,40,0,1.97,KP,1707708299
366,ouesso,1.6136,16.0517,21.35,42,99,1.31,CG,1707708299
367,chamba,32.5667,76.1333,11.46,41,70,3.69,IN,1707708300
368,mananjary,-21.2167,48.3333,23.11,99,100,0.56,MG,1707708300
369,yulinshi,38.2906,109.7494,4.65,23,0,3.17,CN,1707708301
370,portland,45.5234,-122.6762,11.02,80,100,3.13,US,1707708034
371,ghat,24.9647,10.1728,17.07,26,0,2.46,LY,1707708302
372,ust'-ilimsk,58.0006,102.6619,-14.42,91,100,3.82,RU,1707708303
373,fort mcmurray,56.7268,-111.381,-2.23,68,0,4.12,CA,1707708303
374,embi,48.8264,58.1442,-22.54,90,16,2.56,KZ,1707708304
375,viedma,-40.8135,-62.9967,26.57,33,100,7.28,AR,1707708305
376,las lomitas,-24.7096,-60.593,27.46,69,23,2.6,AR,1707708305
377,malabar,-33.9667,151.25,33.73,55,20,7.72,AU,1707708306
378,barcelos,41.5388,-8.6151,15.08,94,81,3.93,PT,1707708043
379,wynyard,-41.0,145.7167,21.12,61,84,5.03,AU,1707708307
380,sorong,-0.8833,131.25,29.25,72,100,6.71,ID,1707708308
381,plainview,40.7765,-73.4673,7.49,70,100,2.57,US,1707708308
382,nouadhibou,20.931,-17.0347,19.99,68,0,4.63,MR,1707708309
383,yamada,39.4667,141.95,6.05,39,67,3.18,JP,1707708309
384,bumba,2.1833,22.4667,25.53,54,86,1.18,CD,1707708310
385,susuman,62.7833,148.1667,-32.79,99,91,0.45,RU,1707708311
386,klaksvik,62.2266,-6.589,5.51,97,100,12.56,FO,1707708311
387,duyun,26.2667,107.5167,14.26,48,47,5.45,CN,1707708313
388,hirakud,21.5167,83.8667,21.09,49,74,2.37,IN,1707708313
389,el nido,11.1858,119.3956,26.52,75,49,11.43,PH,1707708314
390,gremyachinsk,58.5603,57.851,-25.85,100,100,1.23,RU,1707708314
391,ixtapa,20.7,-105.2,22.57,68,75,2.06,MX,1707708315
392,chibougamau,49.9168,-74.3659,-10.21,85,100,1.54,CA,1707708316
393,choyr,46.3611,108.3611,-10.67,79,25,1.23,MN,1707708081
394,kavieng,-2.5744,150.7967,29.11,73,100,3.77,PG,1707708317
395,tarawa,1.419,172.984,32.05,70,75,2.57,KI,1707708317
396,shadrinsk,56.0852,63.6335,-18.54,95,21,4.19,RU,1707708118
397,saurimo,-9.6608,20.3916,18.7,93,99,0.59,AO,1707708319
398,kehychivka,49.2866,35.7615,4.33,99,100,4.2,UA,1707708319
399,rosarito,32.3333,-117.0333,12.85,63,0,3.36,MX,1707708320
400,bonthe,7.5264,-12.505,25.52,89,5,2.8,SL,1707708320
401,simpang,-1.2667,104.0833,27.17,86,51,3.34,ID,1707708321
402,remire-montjoly,4.9167,-52.2667,26.02,89,75,0.0,GF,1707708322
403,campo gallo,-26.5833,-62.85,31.02,51,85,3.93,AR,1707708322
404,makaha,21.4694,-158.2175,25.95,57,100,2.57,US,1707708323
